ablation,seed,dec_epoch,total_epoch,loss_total,loss_kl,loss_recon,loss_spatial,loss_dense,loss_ot,ARI,NMI,Silhouette,Homogeneity,dataset
Full_ARISE_v2,42,12,262,1.4069581031799316,0.21958200633525848,3.0340492725372314,0.3912357687950134,0.10774067789316177,0.11617933958768845,0.2558099919431964,0.38120863549676276,0.4130902886390686,0.43450055013490974,10x_human_lymph_node_A1
Full_ARISE_v2,42,13,263,1.4035528898239136,0.21961738169193268,3.0339577198028564,0.39059948921203613,0.10814627259969711,0.11579292267560959,0.2555191718705407,0.3785216192715618,0.4190843403339386,0.43195263381187615,10x_human_lymph_node_A1
Full_ARISE_v2,42,14,264,1.4011988639831543,0.21881741285324097,3.0348527431488037,0.3912138044834137,0.1090037077665329,0.1153838261961937,0.2549580254906714,0.3791452741851244,0.42786577343940735,0.4325189876805441,10x_human_lymph_node_A1
Full_ARISE_v2,42,15,265,1.399032473564148,0.21898922324180603,3.036652088165283,0.3901215195655823,0.10986902564764023,0.11558520048856735,0.2558011833888424,0.377725369866429,0.4278271198272705,0.43129443079302215,10x_human_lymph_node_A1
Full_ARISE_v2,42,16,266,1.3990650177001953,0.2178145796060562,3.039076089859009,0.39344197511672974,0.11052826792001724,0.11568908393383026,0.25352565199992155,0.3812812593494612,0.4338134229183197,0.4348580880133468,10x_human_lymph_node_A1
Full_ARISE_v2,42,17,267,1.3914685249328613,0.2182369828224182,3.0370304584503174,0.39031049609184265,0.1098780557513237,0.11335426568984985,0.25530722909970277,0.3771849451585019,0.4451766908168793,0.4306531902181221,10x_human_lymph_node_A1
Full_ARISE_v2,42,18,268,1.3863962888717651,0.21794630587100983,3.0355684757232666,0.39106667041778564,0.10853701829910278,0.11191059648990631,0.2562089953198219,0.3802370091783274,0.45520320534706116,0.43441206814658806,10x_human_lymph_node_A1
Full_ARISE_v2,42,19,269,1.3837848901748657,0.2170894294977188,3.0355846881866455,0.39213332533836365,0.10914985090494156,0.111440010368824,0.25680002785279593,0.3823699262695497,0.4583456814289093,0.4366660846753182,10x_human_lymph_node_A1
Full_ARISE_v2,42,20,270,1.3802030086517334,0.21736843883991241,3.0352001190185547,0.3906961977481842,0.10996130108833313,0.11106830835342407,0.2563774009892374,0.37812332686747624,0.4638735055923462,0.43211508187024356,10x_human_lymph_node_A1
Full_ARISE_v2,42,21,271,1.375592827796936,0.21612024307250977,3.034620761871338,0.39161235094070435,0.10918832570314407,0.109782874584198,0.2570008213421749,0.38100554215225313,0.47238689661026,0.43526849065995066,10x_human_lymph_node_A1
Full_ARISE_v2,42,22,272,1.3711975812911987,0.2157396674156189,3.0339369773864746,0.3916127383708954,0.1086103618144989,0.10886559635400772,0.2561682555267854,0.3802132454450239,0.4779030382633209,0.43454943897862625,10x_human_lymph_node_A1
Full_ARISE_v2,42,23,273,1.3682681322097778,0.21579493582248688,3.0338540077209473,0.39088934659957886,0.10939052700996399,0.10874788463115692,0.256072425194141,0.379220424619559,0.480898380279541,0.4334512544681486,10x_human_lymph_node_A1
Full_ARISE_v2,42,24,274,1.3651056289672852,0.2149561494588852,3.0335426330566406,0.3918527662754059,0.10925565659999847,0.10839150846004486,0.25616474508644826,0.3799248492387813,0.48604995012283325,0.43427844952426714,10x_human_lymph_node_A1
Full_ARISE_v2,42,25,275,1.3599692583084106,0.21461288630962372,3.0331997871398926,0.3912750482559204,0.10834361612796783,0.10699337720870972,0.25553251404114813,0.3799702326674816,0.49376264214515686,0.4343382121820561,10x_human_lymph_node_A1
Full_ARISE_v2,42,26,276,1.3564287424087524,0.21428081393241882,3.0326461791992188,0.39100295305252075,0.10856989026069641,0.10661581158638,0.2549796727132069,0.3800179771372748,0.5000078678131104,0.43471754765603215,10x_human_lymph_node_A1
Full_ARISE_v2,42,27,277,1.3530588150024414,0.21386191248893738,3.0319087505340576,0.3917008936405182,0.10824323445558548,0.10626080632209778,0.25446811190235674,0.3803190436341917,0.5034943222999573,0.4349750906920733,10x_human_lymph_node_A1
Full_ARISE_v2,42,28,278,1.3498024940490723,0.21416355669498444,3.032491683959961,0.391160786151886,0.10806430131196976,0.10576047003269196,0.25557190971123644,0.3803819916925139,0.50473552942276,0.4351184552048608,10x_human_lymph_node_A1
Full_ARISE_v2,42,29,279,1.3467350006103516,0.2134379744529724,3.032341480255127,0.3914952278137207,0.10821149498224258,0.10559443384408951,0.25519593217234104,0.38137042609759514,0.512244462966919,0.43612048930504,10x_human_lymph_node_A1
Full_ARISE_v2,42,30,280,1.3417651653289795,0.21335020661354065,3.03125,0.39132362604141235,0.10739563405513763,0.10410905629396439,0.25449196314343464,0.37983048438629075,0.5157721042633057,0.4345984106288823,10x_human_lymph_node_A1
Full_ARISE_v2,42,31,281,1.3380639553070068,0.2128051221370697,3.030648946762085,0.39137375354766846,0.10693787783384323,0.10396578907966614,0.2556999159203365,0.38112889382644016,0.5228430032730103,0.43613540229528963,10x_human_lymph_node_A1
Full_ARISE_v2,42,32,282,1.3343775272369385,0.21221260726451874,3.0301101207733154,0.3913027346134186,0.10711454600095749,0.10332557559013367,0.25488162165606715,0.37928596087257144,0.5261359810829163,0.4340379105478066,10x_human_lymph_node_A1
Full_ARISE_v2,42,33,283,1.331007719039917,0.21262246370315552,3.0299923419952393,0.39122092723846436,0.1066260039806366,0.10275424271821976,0.25331849179883154,0.37894419601103096,0.5281235575675964,0.4337902602898677,10x_human_lymph_node_A1
Full_ARISE_v2,42,34,284,1.3288990259170532,0.21224400401115417,3.030107259750366,0.3913826644420624,0.10707761347293854,0.10332739353179932,0.2563147331037844,0.3809763711338876,0.531517744064331,0.436189067461541,10x_human_lymph_node_A1
Full_ARISE_v2,42,35,285,1.3252824544906616,0.212727352976799,3.029802083969116,0.3911815881729126,0.10671664029359818,0.10239983350038528,0.25209559636012957,0.37728539244284376,0.531402051448822,0.4321274965478928,10x_human_lymph_node_A1
Full_ARISE_v2,42,36,286,1.3223005533218384,0.21157608926296234,3.029397487640381,0.3919248580932617,0.10676328092813492,0.10243108123540878,0.2557368928937526,0.3821721619109832,0.5358189344406128,0.4374661256835254,10x_human_lymph_node_A1
Full_ARISE_v2,42,37,287,1.3168926239013672,0.21113602817058563,3.028437614440918,0.39087891578674316,0.10613944381475449,0.10105351358652115,0.25374930309283766,0.37913754740371747,0.5428078770637512,0.4343098123782842,10x_human_lymph_node_A1
Full_ARISE_v2,42,38,288,1.313083529472351,0.21060779690742493,3.028214693069458,0.39120277762413025,0.10546906292438507,0.10036823153495789,0.25374035554286406,0.38023649523444303,0.5481722354888916,0.435647628776713,10x_human_lymph_node_A1
Full_ARISE_v2,42,39,289,1.3110342025756836,0.21035727858543396,3.0283026695251465,0.3913199305534363,0.10621677339076996,0.10060825943946838,0.25428557962202825,0.38141357139961046,0.5492420792579651,0.4370300999561295,10x_human_lymph_node_A1
Full_ARISE_v2,42,40,290,1.3085628747940063,0.21139925718307495,3.028319835662842,0.39080920815467834,0.10651395469903946,0.10026563704013824,0.2529215816197327,0.37917510231318347,0.5496083498001099,0.43458649068144406,10x_human_lymph_node_A1
Full_ARISE_v2,42,41,291,1.3053041696548462,0.2103741317987442,3.0279123783111572,0.3918723464012146,0.10583662241697311,0.10013210773468018,0.2545738794824123,0.38095112272466836,0.5551781058311462,0.4364876979875875,10x_human_lymph_node_A1
Full_ARISE_v2,42,42,292,1.3001599311828613,0.2100636214017868,3.0268847942352295,0.3909614086151123,0.10534077882766724,0.09875214099884033,0.2525653649272881,0.38004572757817734,0.558655858039856,0.435708065700618,10x_human_lymph_node_A1
Full_ARISE_v2,42,43,293,1.297147512435913,0.20916737616062164,3.026545524597168,0.3902914524078369,0.10603233426809311,0.0991046130657196,0.2544086470122176,0.3810970150004924,0.5652417540550232,0.4370151347809793,10x_human_lymph_node_A1
Full_ARISE_v2,42,44,294,1.2942724227905273,0.2090805470943451,3.0271410942077637,0.3922462463378906,0.10471371561288834,0.09795770049095154,0.25226288363428484,0.38002713078824385,0.566230833530426,0.43538002426889794,10x_human_lymph_node_A1
Full_ARISE_v2,42,45,295,1.291393518447876,0.20960843563079834,3.0262298583984375,0.39057108759880066,0.10593552142381668,0.09807628393173218,0.2537861994486226,0.3800107579610605,0.5690870881080627,0.4358903976817784,10x_human_lymph_node_A1
Full_ARISE_v2,42,46,296,1.288311243057251,0.20857946574687958,3.0257728099823,0.3906709551811218,0.1059277206659317,0.09841619431972504,0.25487828293867715,0.38059789531165433,0.5736768841743469,0.4364963433938968,10x_human_lymph_node_A1
Full_ARISE_v2,42,47,297,1.2841018438339233,0.20871101319789886,3.026740312576294,0.3921518325805664,0.10381811112165451,0.09617339074611664,0.25178883892267734,0.37978303141304465,0.573127269744873,0.4352206278747448,10x_human_lymph_node_A1
Full_ARISE_v2,42,48,298,1.2834779024124146,0.2078341692686081,3.027348279953003,0.389758825302124,0.10738884657621384,0.0981285572052002,0.25585575259456156,0.38129022002596025,0.5806403160095215,0.4374020335554449,10x_human_lymph_node_A1
Full_ARISE_v2,42,49,299,1.277710199356079,0.2075527310371399,3.0267670154571533,0.39170530438423157,0.10409949719905853,0.09555458277463913,0.25212392497573066,0.3797392975912871,0.582549512386322,0.43523155686914833,10x_human_lymph_node_A1
Full_ARISE_v2,42,50,300,1.2744098901748657,0.20684093236923218,3.024899959564209,0.3906939625740051,0.10510363429784775,0.09611855447292328,0.2535441041745561,0.38002062531987624,0.5889466404914856,0.43598226226175246,10x_human_lymph_node_A1
Full_ARISE_v2,42,51,301,1.2708125114440918,0.20634464919567108,3.024354934692383,0.3905133306980133,0.1052173599600792,0.0954379141330719,0.2526003723025047,0.3789731196090462,0.592108964920044,0.4346595398983207,10x_human_lymph_node_A1
Full_ARISE_v2,42,52,302,1.2672584056854248,0.20638838410377502,3.024141311645508,0.3916943371295929,0.10363404452800751,0.09456318616867065,0.2512334834333511,0.3796424492175099,0.5938476324081421,0.435376156093033,10x_human_lymph_node_A1
Full_ARISE_v2,42,53,303,1.2658270597457886,0.20622970163822174,3.0239734649658203,0.3903017044067383,0.10598324239253998,0.09539807587862015,0.2545413496843653,0.3807918649355837,0.5983377695083618,0.4369017534368098,10x_human_lymph_node_A1
Full_ARISE_v2,42,54,304,1.2621805667877197,0.20589850842952728,3.0243730545043945,0.39126381278038025,0.1048499345779419,0.09410881996154785,0.24926633857327188,0.37795246069024746,0.6002416014671326,0.43339724156112147,10x_human_lymph_node_A1
Full_ARISE_v2,42,55,305,1.2589858770370483,0.20554794371128082,3.0232644081115723,0.3909453749656677,0.10497599840164185,0.09425882995128632,0.2534537774971227,0.38046759796747803,0.6051532626152039,0.4365088251994907,10x_human_lymph_node_A1
Full_ARISE_v2,42,56,306,1.2552090883255005,0.20490315556526184,3.02262544631958,0.3903374969959259,0.1049838438630104,0.09395080804824829,0.2507189461500547,0.37855315536099754,0.6083426475524902,0.4345793793551236,10x_human_lymph_node_A1
Full_ARISE_v2,42,57,307,1.25198233127594,0.2047206312417984,3.0223634243011475,0.39141860604286194,0.10412809997797012,0.09308136999607086,0.2508483867298391,0.3791967208629978,0.6101967692375183,0.43508658689589363,10x_human_lymph_node_A1
Full_ARISE_v2,42,58,308,1.2499369382858276,0.20449474453926086,3.0221359729766846,0.3903481364250183,0.10565199702978134,0.09357675164937973,0.25212880971397666,0.3795502917771386,0.6143036484718323,0.435557099655885,10x_human_lymph_node_A1
Full_ARISE_v2,42,59,309,1.24665105342865,0.20425628125667572,3.0220468044281006,0.3912512958049774,0.10465396195650101,0.09286288917064667,0.24960817697800838,0.37811365678209946,0.6141279935836792,0.43381884369125284,10x_human_lymph_node_A1
Full_ARISE_v2,42,60,310,1.2446434497833252,0.20533297955989838,3.0213780403137207,0.3908902108669281,0.10517024248838425,0.09287583827972412,0.25321773695486904,0.3802686934515475,0.618299663066864,0.4363761488628796,10x_human_lymph_node_A1
Full_ARISE_v2,42,61,311,1.2455495595932007,0.20583657920360565,3.02284574508667,0.3908500373363495,0.10697269439697266,0.09471143037080765,0.2515038222605617,0.38129346246196655,0.6129695773124695,0.43773787006832776,10x_human_lymph_node_A1
Full_ARISE_v2,42,62,312,1.2459502220153809,0.2086283564567566,3.027284860610962,0.3922635018825531,0.10658537596464157,0.09312896430492401,0.24995185933182704,0.3791550605430257,0.5962749123573303,0.4349266104233078,10x_human_lymph_node_A1
Full_ARISE_v2,42,63,313,1.245184302330017,0.20715123414993286,3.0294742584228516,0.39039427042007446,0.10914995521306992,0.09480617195367813,0.25126631886856493,0.38225042525956116,0.6063516736030579,0.43910500017928583,10x_human_lymph_node_A1
Full_ARISE_v2,42,64,314,1.234266757965088,0.20459774136543274,3.024261474609375,0.3902460038661957,0.1052514910697937,0.09185542911291122,0.2482639698327673,0.3776679930428016,0.6096876263618469,0.43370434533049124,10x_human_lymph_node_A1
Full_ARISE_v2,42,65,315,1.230007529258728,0.2052728533744812,3.020998001098633,0.3910970985889435,0.10365940630435944,0.09130136668682098,0.24961667456177836,0.37788867692608075,0.6195834875106812,0.4340061297064863,10x_human_lymph_node_A1
Full_ARISE_v2,42,66,316,1.2344785928726196,0.2060500681400299,3.0261051654815674,0.3907929062843323,0.10772077739238739,0.09390433132648468,0.25096710759681934,0.3804157507845508,0.6095326542854309,0.4369098200085724,10x_human_lymph_node_A1
Full_ARISE_v2,42,67,317,1.225511074066162,0.2051379531621933,3.0230751037597656,0.39075323939323425,0.1042461022734642,0.0906391590833664,0.24863219585742613,0.3759591832770658,0.6197346448898315,0.43154694299260693,10x_human_lymph_node_A1
Full_ARISE_v2,42,68,318,1.2198988199234009,0.20354574918746948,3.0204992294311523,0.39034339785575867,0.10321518778800964,0.09031498432159424,0.24960095640484561,0.3770210160319804,0.6257740259170532,0.432982983927686,10x_human_lymph_node_A1
Full_ARISE_v2,42,69,319,1.222271203994751,0.2055586278438568,3.0237104892730713,0.3902038335800171,0.10517209768295288,0.09184955060482025,0.25185757944601544,0.3817416744627423,0.6187947392463684,0.4386019105588133,10x_human_lymph_node_A1
Full_ARISE_v2,42,70,320,1.2134838104248047,0.20347848534584045,3.0199198722839355,0.39122286438941956,0.10157334059476852,0.08932758867740631,0.2476706269748708,0.37633631076697766,0.6273708939552307,0.43218750099612985,10x_human_lymph_node_A1
Full_ARISE_v2,42,71,321,1.2121843099594116,0.20288537442684174,3.021341562271118,0.39030003547668457,0.10366557538509369,0.08945656567811966,0.24904535094326682,0.3759792345236968,0.6285197138786316,0.43178244169648167,10x_human_lymph_node_A1
Full_ARISE_v2,42,72,322,1.2109984159469604,0.20290762186050415,3.0207650661468506,0.3895960748195648,0.10514523088932037,0.09066633135080338,0.25190154939236187,0.381138247364575,0.6286681890487671,0.43789940806788524,10x_human_lymph_node_A1
Full_ARISE_v2,42,73,323,1.2051820755004883,0.20323729515075684,3.019109010696411,0.39180564880371094,0.10104632377624512,0.08850377798080444,0.2500133699570615,0.3791686120505741,0.6327598094940186,0.4354763594386302,10x_human_lymph_node_A1
Full_ARISE_v2,42,74,324,1.2029544115066528,0.20202867686748505,3.0201737880706787,0.3904704749584198,0.10292491316795349,0.0886191725730896,0.24824151636337233,0.3764878905558176,0.6335173845291138,0.4322143183343791,10x_human_lymph_node_A1
Full_ARISE_v2,42,75,325,1.2006025314331055,0.20115171372890472,3.0179331302642822,0.38890257477760315,0.10512716323137283,0.08991213142871857,0.2517149581006183,0.37964971324953667,0.6384965181350708,0.4363156117573523,10x_human_lymph_node_A1
Full_ARISE_v2,42,76,326,1.1971126794815063,0.20253922045230865,3.018446683883667,0.3916492462158203,0.1015288457274437,0.08793672919273376,0.25016236535195485,0.3805525757029015,0.6388362646102905,0.4371725893948464,10x_human_lymph_node_A1
Full_ARISE_v2,42,77,327,1.1930487155914307,0.20063698291778564,3.017667055130005,0.3912419080734253,0.10205152630805969,0.08750234544277191,0.2488642254841514,0.37709019202344446,0.6435385942459106,0.433018269030866,10x_human_lymph_node_A1
Full_ARISE_v2,42,78,328,1.1920913457870483,0.19994531571865082,3.0171334743499756,0.38883814215660095,0.10570651292800903,0.08900322765111923,0.25118211505207616,0.3786731996530587,0.6467031240463257,0.4351702082734408,10x_human_lymph_node_A1
Full_ARISE_v2,42,79,329,1.1884816884994507,0.20112036168575287,3.016651153564453,0.3907734453678131,0.1025928258895874,0.0878254622220993,0.2514861352558428,0.38082712901622673,0.6492128372192383,0.4375848540688821,10x_human_lymph_node_A1
Full_ARISE_v2,42,80,330,1.1846566200256348,0.2001616656780243,3.0164670944213867,0.39160311222076416,0.10172569751739502,0.08681066334247589,0.25082108598367325,0.38091079753081414,0.6509419679641724,0.4375619785294435,10x_human_lymph_node_A1
Full_ARISE_v2,42,81,331,1.1826945543289185,0.19896399974822998,3.0155346393585205,0.3893348276615143,0.10514196008443832,0.08764143288135529,0.2503841199900645,0.3776537244674637,0.6547535061836243,0.4339090707261963,10x_human_lymph_node_A1
Full_ARISE_v2,42,82,332,1.179844617843628,0.1994059532880783,3.0155584812164307,0.3900461494922638,0.10370153188705444,0.08734384924173355,0.25148769802582477,0.3808797484980718,0.6591669917106628,0.43788637789504203,10x_human_lymph_node_A1
Full_ARISE_v2,42,83,333,1.1768012046813965,0.19940106570720673,3.015242338180542,0.39133310317993164,0.10251054167747498,0.08654386550188065,0.24920785965532924,0.3794063371167875,0.6585972905158997,0.43599150435342243,10x_human_lymph_node_A1
Full_ARISE_v2,42,84,334,1.1742913722991943,0.19848433136940002,3.0150694847106934,0.3899901807308197,0.10456696152687073,0.08644041419029236,0.2501477490134485,0.37865879390763074,0.6624894738197327,0.4350804962879047,10x_human_lymph_node_A1
Full_ARISE_v2,42,85,335,1.1712758541107178,0.1977643370628357,3.0151190757751465,0.38989177346229553,0.10435262322425842,0.08641621470451355,0.25116995299499717,0.3796836983246287,0.66642165184021,0.43639957975789756,10x_human_lymph_node_A1
Full_ARISE_v2,42,86,336,1.1678028106689453,0.19858688116073608,3.014254093170166,0.3912907838821411,0.10195321589708328,0.08567926287651062,0.24881704194854587,0.379342355464749,0.664752721786499,0.4359474462377359,10x_human_lymph_node_A1
Full_ARISE_v2,42,87,337,1.166553258895874,0.19746175408363342,3.014967441558838,0.38980022072792053,0.10518306493759155,0.08598295599222183,0.2506558826336288,0.3793231960030507,0.6705042719841003,0.43602545653019986,10x_human_lymph_node_A1
Full_ARISE_v2,42,88,338,1.162341833114624,0.19676686823368073,3.0137157440185547,0.39038002490997314,0.10388778150081635,0.08538654446601868,0.2511324953439953,0.38025116356454297,0.6732370257377625,0.43703391521681045,10x_human_lymph_node_A1
Full_ARISE_v2,42,89,339,1.1594536304473877,0.19742542505264282,3.0137529373168945,0.3909095227718353,0.10253707319498062,0.08489061892032623,0.2490733907403015,0.37874209550501575,0.67369145154953,0.43542723444048914,10x_human_lymph_node_A1
Full_ARISE_v2,42,90,340,1.1586685180664062,0.1963234692811966,3.01348614692688,0.3891054689884186,0.10646797716617584,0.08588878810405731,0.25230136136729053,0.3809801354591096,0.6758168339729309,0.43801647415477984,10x_human_lymph_node_A1
Full_ARISE_v2,42,91,341,1.153620958328247,0.19688795506954193,3.012983560562134,0.3916967511177063,0.10213633626699448,0.08379951864480972,0.24888001596165424,0.378297885063493,0.6762381792068481,0.43461829275583813,10x_human_lymph_node_A1
Full_ARISE_v2,42,92,342,1.1523337364196777,0.19595828652381897,3.012584686279297,0.3895130753517151,0.10507000982761383,0.0853503942489624,0.25053983170268446,0.3805533674104039,0.6816116571426392,0.4376801453828562,10x_human_lymph_node_A1
Full_ARISE_v2,42,93,343,1.1497057676315308,0.19642972946166992,3.012974262237549,0.3899405896663666,0.10446721315383911,0.08452634513378143,0.2496860884706647,0.3796010888267582,0.6811313033103943,0.43644229998144324,10x_human_lymph_node_A1
Full_ARISE_v2,42,94,344,1.1472079753875732,0.1962306648492813,3.0125389099121094,0.3911474049091339,0.10391242802143097,0.08407892286777496,0.2498427936414977,0.37967037964718264,0.6829560399055481,0.43630209091348127,10x_human_lymph_node_A1
Full_ARISE_v2,42,95,345,1.1452819108963013,0.19720692932605743,3.0128285884857178,0.38967135548591614,0.1043720543384552,0.08454862236976624,0.2481051355780709,0.37882412455130304,0.6826516389846802,0.43580109262297995,10x_human_lymph_node_A1
Full_ARISE_v2,42,96,346,1.1434332132339478,0.19634602963924408,3.012118101119995,0.3897876441478729,0.10589930415153503,0.0846390649676323,0.2510915878926049,0.37989366648979717,0.6849003434181213,0.43670785189680317,10x_human_lymph_node_A1
Full_ARISE_v2,42,97,347,1.1398876905441284,0.19834472239017487,3.0116610527038574,0.3917967677116394,0.10254640877246857,0.08290749788284302,0.24819898166694335,0.3774102628032391,0.6805766224861145,0.4336292703154241,10x_human_lymph_node_A1
Full_ARISE_v2,42,98,348,1.1403205394744873,0.19697530567646027,3.011152744293213,0.38847702741622925,0.10802347213029861,0.08571217209100723,0.25209669511997296,0.384276471144178,0.6841287612915039,0.4421583659375917,10x_human_lymph_node_A1
Full_ARISE_v2,42,99,349,1.1338036060333252,0.1969713717699051,3.0106189250946045,0.3908347487449646,0.10318688303232193,0.0828351303935051,0.247844673179496,0.3785778701213109,0.6859285831451416,0.435358553313719,10x_human_lymph_node_A1
Full_ARISE_v2,42,100,350,1.1297944784164429,0.19492676854133606,3.009596347808838,0.39070799946784973,0.10319621115922928,0.08286739885807037,0.24972998620745251,0.3797737299025136,0.6913573145866394,0.4366459265714326,10x_human_lymph_node_A1
Full_ARISE_v2,42,101,351,1.1276150941848755,0.19428128004074097,3.009584426879883,0.38911497592926025,0.10479642450809479,0.08347134292125702,0.2513452168377774,0.3812087750840515,0.6931701898574829,0.43852531538759715,10x_human_lymph_node_A1
Full_ARISE_v2,42,102,352,1.123568058013916,0.19446176290512085,3.0092270374298096,0.39101603627204895,0.1022137776017189,0.08188311755657196,0.24804946895602234,0.3780081171151527,0.6928531527519226,0.4345875491617265,10x_human_lymph_node_A1
Full_ARISE_v2,42,103,353,1.1222724914550781,0.1941632479429245,3.0085813999176025,0.3899860084056854,0.10430081933736801,0.08267958462238312,0.2503912439416459,0.3804661401185936,0.695434033870697,0.43751594468124105,10x_human_lymph_node_A1
Full_ARISE_v2,42,104,354,1.1213809251785278,0.19581736624240875,3.0098743438720703,0.3892737627029419,0.10435602813959122,0.08307868987321854,0.24946915795480146,0.3796334093672277,0.6944034099578857,0.4368293073817952,10x_human_lymph_node_A1
Full_ARISE_v2,42,105,355,1.118890404701233,0.19543346762657166,3.0098891258239746,0.3907569944858551,0.10377980023622513,0.08227486163377762,0.24994936164325368,0.3799628149503418,0.6950533390045166,0.4368029096464404,10x_human_lymph_node_A1
Full_ARISE_v2,42,106,356,1.1149766445159912,0.19531483948230743,3.0085809230804443,0.3898991644382477,0.10330905020236969,0.0820731520652771,0.24935173495118584,0.3802720996410773,0.6984666585922241,0.4375986712488969,10x_human_lymph_node_A1
Full_ARISE_v2,42,107,357,1.1120455265045166,0.19316795468330383,3.0079848766326904,0.38929474353790283,0.1047951877117157,0.08239686489105225,0.24901236403042315,0.3790484713492062,0.7026705145835876,0.4360494553586955,10x_human_lymph_node_A1
Full_ARISE_v2,42,108,358,1.1083407402038574,0.19332897663116455,3.0078160762786865,0.39149126410484314,0.10243433713912964,0.08067910373210907,0.24882623297532297,0.37998164475746504,0.7034488320350647,0.4367756689075663,10x_human_lymph_node_A1
Full_ARISE_v2,42,109,359,1.1061451435089111,0.1922050565481186,3.0069782733917236,0.38866716623306274,0.1049005314707756,0.08232533931732178,0.2492036329515901,0.37936727150904664,0.7059842348098755,0.43659303511361447,10x_human_lymph_node_A1
Full_ARISE_v2,42,110,360,1.102526307106018,0.1917295753955841,3.006847858428955,0.39044734835624695,0.10336531698703766,0.08081882447004318,0.24888801190800092,0.3804407651599141,0.707347571849823,0.4375975436041503,10x_human_lymph_node_A1
Full_ARISE_v2,42,111,361,1.099861741065979,0.19195857644081116,3.0070297718048096,0.3903706669807434,0.10270819067955017,0.08068664371967316,0.24785288090183932,0.37956796835768314,0.7102941274642944,0.43660735215479096,10x_human_lymph_node_A1
Full_ARISE_v2,42,112,362,1.098852276802063,0.19131794571876526,3.0064268112182617,0.3887750208377838,0.10560540109872818,0.08179876208305359,0.24845801302498655,0.3803423757910617,0.7119749784469604,0.43774096706266197,10x_human_lymph_node_A1
Full_ARISE_v2,42,113,363,1.0951253175735474,0.19291901588439941,3.0062673091888428,0.39141491055488586,0.1018683910369873,0.07974132150411606,0.24711595259799785,0.377752451423672,0.7098856568336487,0.4343507036785161,10x_human_lymph_node_A1
Full_ARISE_v2,42,114,364,1.0960612297058105,0.19236381351947784,3.0058670043945312,0.3885307013988495,0.1071588397026062,0.08208818733692169,0.2512022131582497,0.3826403348188093,0.7116108536720276,0.44019904125771364,10x_human_lymph_node_A1
Full_ARISE_v2,42,115,365,1.0928974151611328,0.19504286348819733,3.0062949657440186,0.39039671421051025,0.10330334305763245,0.08039005845785141,0.24657458079965447,0.3779747761496902,0.7054928541183472,0.43500318337209587,10x_human_lymph_node_A1
