ablation,seed,dec_epoch,fused_joint,fused_rna,fused_aux,x_sim,x_dist,dataset
Full_ARISE_v2,42,29,0.512244462966919,0.47896915674209595,0.1386549174785614,0.008430173620581627,0.026979710906744003,10x_human_lymph_node_A1
Full_ARISE_v2,42,30,0.5157721042633057,0.47981053590774536,0.1405433863401413,0.0059200492687523365,0.025941908359527588,10x_human_lymph_node_A1
Full_ARISE_v2,42,31,0.5228430032730103,0.4889657497406006,0.14073486626148224,0.006241507828235626,0.027319343760609627,10x_human_lymph_node_A1
Full_ARISE_v2,42,32,0.5261359810829163,0.49225884675979614,0.1406957507133484,0.007580856326967478,0.02756355330348015,10x_human_lymph_node_A1
Full_ARISE_v2,42,33,0.5281235575675964,0.4906330406665802,0.14280065894126892,0.00529705872759223,0.026714645326137543,10x_human_lymph_node_A1
Full_ARISE_v2,42,34,0.531517744064331,0.5000502467155457,0.13932092487812042,0.00847625732421875,0.028490100055933,10x_human_lymph_node_A1
Full_ARISE_v2,42,35,0.531402051448822,0.49179768562316895,0.14261530339717865,0.0045681726187467575,0.027465641498565674,10x_human_lymph_node_A1
Full_ARISE_v2,42,36,0.5358189344406128,0.5028250217437744,0.14083904027938843,0.0094809764996171,0.030345331877470016,10x_human_lymph_node_A1
Full_ARISE_v2,42,37,0.5428078770637512,0.5068055391311646,0.14242327213287354,0.006839440204203129,0.028333311900496483,10x_human_lymph_node_A1
Full_ARISE_v2,42,38,0.5481722354888916,0.5144910216331482,0.1427888423204422,0.006596655119210482,0.029741473495960236,10x_human_lymph_node_A1
Full_ARISE_v2,42,39,0.5492420792579651,0.5162577629089355,0.14130084216594696,0.010588148608803749,0.029957465827465057,10x_human_lymph_node_A1
Full_ARISE_v2,42,40,0.5496083498001099,0.5096666812896729,0.14430223405361176,0.005892707500606775,0.029212819412350655,10x_human_lymph_node_A1
Full_ARISE_v2,42,41,0.5551781058311462,0.5219190120697021,0.14227436482906342,0.010500255972146988,0.03155871853232384,10x_human_lymph_node_A1
Full_ARISE_v2,42,42,0.558655858039856,0.5226224660873413,0.1428106129169464,0.007319134660065174,0.03127419948577881,10x_human_lymph_node_A1
Full_ARISE_v2,42,43,0.5652417540550232,0.5296595096588135,0.14226830005645752,0.009739883244037628,0.03142886981368065,10x_human_lymph_node_A1
Full_ARISE_v2,42,44,0.566230833530426,0.530308187007904,0.14409519731998444,0.010490728542208672,0.03195599839091301,10x_human_lymph_node_A1
Full_ARISE_v2,42,45,0.5690870881080627,0.5307758450508118,0.1429608017206192,0.0071243043057620525,0.03197205439209938,10x_human_lymph_node_A1
Full_ARISE_v2,42,46,0.5736768841743469,0.5452421307563782,0.13966919481754303,0.01183999702334404,0.0341622531414032,10x_human_lymph_node_A1
Full_ARISE_v2,42,47,0.573127269744873,0.5366970300674438,0.14428740739822388,0.007298883516341448,0.03243228420615196,10x_human_lymph_node_A1
Full_ARISE_v2,42,48,0.5806403160095215,0.546945333480835,0.14027263224124908,0.012828509323298931,0.03392418101429939,10x_human_lymph_node_A1
Full_ARISE_v2,42,49,0.582549512386322,0.5465771555900574,0.1446135938167572,0.008698217570781708,0.032877907156944275,10x_human_lymph_node_A1
Full_ARISE_v2,42,50,0.5889466404914856,0.5556423664093018,0.14175237715244293,0.010608810000121593,0.03409716486930847,10x_human_lymph_node_A1
Full_ARISE_v2,42,51,0.592108964920044,0.5580927729606628,0.14315752685070038,0.008853054605424404,0.03407924994826317,10x_human_lymph_node_A1
Full_ARISE_v2,42,52,0.5938476324081421,0.5583577156066895,0.14447924494743347,0.009041744284331799,0.034347474575042725,10x_human_lymph_node_A1
Full_ARISE_v2,42,53,0.5983377695083618,0.5641849637031555,0.141264408826828,0.011292318813502789,0.03497704863548279,10x_human_lymph_node_A1
Full_ARISE_v2,42,54,0.6002416014671326,0.565270721912384,0.14307068288326263,0.00914978701621294,0.035558782517910004,10x_human_lymph_node_A1
Full_ARISE_v2,42,55,0.6051532626152039,0.5702425837516785,0.14198903739452362,0.009943774901330471,0.035169195383787155,10x_human_lymph_node_A1
Full_ARISE_v2,42,56,0.6083426475524902,0.5739108920097351,0.1428661197423935,0.009094704873859882,0.03502973914146423,10x_human_lymph_node_A1
Full_ARISE_v2,42,57,0.6101967692375183,0.5738061666488647,0.14350853860378265,0.009752882644534111,0.03582043573260307,10x_human_lymph_node_A1
Full_ARISE_v2,42,58,0.6143036484718323,0.5768431425094604,0.14254963397979736,0.009631668217480183,0.03537916764616966,10x_human_lymph_node_A1
Full_ARISE_v2,42,59,0.6141279935836792,0.5787463784217834,0.14250847697257996,0.010504194535315037,0.03599081188440323,10x_human_lymph_node_A1
Full_ARISE_v2,42,60,0.618299663066864,0.5802451968193054,0.14303918182849884,0.00962848961353302,0.03680509328842163,10x_human_lymph_node_A1
Full_ARISE_v2,42,61,0.6129695773124695,0.5800625085830688,0.1412111520767212,0.012967465445399284,0.037831153720617294,10x_human_lymph_node_A1
Full_ARISE_v2,42,62,0.5962749123573303,0.5548567771911621,0.1436004340648651,0.004753115586936474,0.03544357791543007,10x_human_lymph_node_A1
Full_ARISE_v2,42,63,0.6063516736030579,0.5711386799812317,0.13951236009597778,0.014455972239375114,0.039170872420072556,10x_human_lymph_node_A1
Full_ARISE_v2,42,64,0.6096876263618469,0.5731490850448608,0.1414640098810196,0.007068386767059565,0.038008250296115875,10x_human_lymph_node_A1
Full_ARISE_v2,42,65,0.6195834875106812,0.5837270617485046,0.14388911426067352,0.007823335006833076,0.03661798685789108,10x_human_lymph_node_A1
Full_ARISE_v2,42,66,0.6095326542854309,0.5737654566764832,0.14097972214221954,0.015052088536322117,0.03752942010760307,10x_human_lymph_node_A1
Full_ARISE_v2,42,67,0.6197346448898315,0.5848677158355713,0.1442325860261917,0.008108120411634445,0.03680354729294777,10x_human_lymph_node_A1
Full_ARISE_v2,42,68,0.6257740259170532,0.5951803922653198,0.14286424219608307,0.009838346391916275,0.03788236528635025,10x_human_lymph_node_A1
Full_ARISE_v2,42,69,0.6187947392463684,0.5863152146339417,0.1416018307209015,0.014043490402400494,0.04043127968907356,10x_human_lymph_node_A1
Full_ARISE_v2,42,70,0.6273708939552307,0.5931591987609863,0.14499114453792572,0.007240369915962219,0.038686808198690414,10x_human_lymph_node_A1
Full_ARISE_v2,42,71,0.6285197138786316,0.5949509143829346,0.14356113970279694,0.008727991953492165,0.03878873959183693,10x_human_lymph_node_A1
Full_ARISE_v2,42,72,0.6286681890487671,0.5969054698944092,0.14197878539562225,0.014375033788383007,0.03963792324066162,10x_human_lymph_node_A1
Full_ARISE_v2,42,73,0.6327598094940186,0.5972188711166382,0.1444973647594452,0.009246708825230598,0.039527490735054016,10x_human_lymph_node_A1
Full_ARISE_v2,42,74,0.6335173845291138,0.601264476776123,0.1435481607913971,0.009266848675906658,0.039909545332193375,10x_human_lymph_node_A1
Full_ARISE_v2,42,75,0.6384965181350708,0.6067341566085815,0.14176933467388153,0.013074018992483616,0.039181724190711975,10x_human_lymph_node_A1
Full_ARISE_v2,42,76,0.6388362646102905,0.6036441326141357,0.14467166364192963,0.008532569743692875,0.039785005152225494,10x_human_lymph_node_A1
Full_ARISE_v2,42,77,0.6435385942459106,0.6104966402053833,0.14464111626148224,0.010172063484787941,0.03912891075015068,10x_human_lymph_node_A1
Full_ARISE_v2,42,78,0.6467031240463257,0.6150723695755005,0.1412143111228943,0.011879989877343178,0.040199533104896545,10x_human_lymph_node_A1
Full_ARISE_v2,42,79,0.6492128372192383,0.6128283143043518,0.14374306797981262,0.00986829586327076,0.03996711224317551,10x_human_lymph_node_A1
Full_ARISE_v2,42,80,0.6509419679641724,0.6159652471542358,0.1444464921951294,0.010879235342144966,0.04070628061890602,10x_human_lymph_node_A1
Full_ARISE_v2,42,81,0.6547535061836243,0.6211251616477966,0.14182226359844208,0.01160302571952343,0.03984632343053818,10x_human_lymph_node_A1
Full_ARISE_v2,42,82,0.6591669917106628,0.6242106556892395,0.14162734150886536,0.011131624691188335,0.04052631929516792,10x_human_lymph_node_A1
Full_ARISE_v2,42,83,0.6585972905158997,0.6231855750083923,0.14329782128334045,0.011068173684179783,0.04078471660614014,10x_human_lymph_node_A1
Full_ARISE_v2,42,84,0.6624894738197327,0.6263298988342285,0.1431751400232315,0.011261734180152416,0.04095010086894035,10x_human_lymph_node_A1
Full_ARISE_v2,42,85,0.66642165184021,0.6318308115005493,0.14108087122440338,0.012783952057361603,0.04127396270632744,10x_human_lymph_node_A1
Full_ARISE_v2,42,86,0.664752721786499,0.6281380653381348,0.14185276627540588,0.009730173274874687,0.04294538125395775,10x_human_lymph_node_A1
Full_ARISE_v2,42,87,0.6705042719841003,0.6361462473869324,0.1404249519109726,0.012385332025587559,0.042196210473775864,10x_human_lymph_node_A1
Full_ARISE_v2,42,88,0.6732370257377625,0.6379895806312561,0.1410251259803772,0.012141699902713299,0.04239355027675629,10x_human_lymph_node_A1
Full_ARISE_v2,42,89,0.67369145154953,0.6355182528495789,0.14201335608959198,0.009833534248173237,0.042685698717832565,10x_human_lymph_node_A1
Full_ARISE_v2,42,90,0.6758168339729309,0.6383147835731506,0.1405259072780609,0.013714530505239964,0.04287028685212135,10x_human_lymph_node_A1
Full_ARISE_v2,42,91,0.6762381792068481,0.6384090185165405,0.14247238636016846,0.01040155254304409,0.04340203478932381,10x_human_lymph_node_A1
Full_ARISE_v2,42,92,0.6816116571426392,0.6439365148544312,0.14067737758159637,0.013052171096205711,0.04268041253089905,10x_human_lymph_node_A1
Full_ARISE_v2,42,93,0.6811313033103943,0.642412006855011,0.1420680433511734,0.01045013777911663,0.04315180331468582,10x_human_lymph_node_A1
Full_ARISE_v2,42,94,0.6829560399055481,0.647689938545227,0.1407453566789627,0.01180950365960598,0.04436742514371872,10x_human_lymph_node_A1
Full_ARISE_v2,42,95,0.6826516389846802,0.6427098512649536,0.14139814674854279,0.008135996758937836,0.04367618262767792,10x_human_lymph_node_A1
Full_ARISE_v2,42,96,0.6849003434181213,0.6481383442878723,0.14086991548538208,0.0140756880864501,0.042983412742614746,10x_human_lymph_node_A1
Full_ARISE_v2,42,97,0.6805766224861145,0.6414535045623779,0.14208205044269562,0.00938746053725481,0.04390640929341316,10x_human_lymph_node_A1
Full_ARISE_v2,42,98,0.6841287612915039,0.6454905271530151,0.1387849599123001,0.013189160265028477,0.04395703971385956,10x_human_lymph_node_A1
Full_ARISE_v2,42,99,0.6859285831451416,0.6486030220985413,0.14160902798175812,0.009008551947772503,0.04470990598201752,10x_human_lymph_node_A1
Full_ARISE_v2,42,100,0.6913573145866394,0.655589759349823,0.14168135821819305,0.012504489161074162,0.0440865121781826,10x_human_lymph_node_A1
Full_ARISE_v2,42,101,0.6931701898574829,0.6555531620979309,0.1405847817659378,0.012365206144750118,0.044189274311065674,10x_human_lymph_node_A1
Full_ARISE_v2,42,102,0.6928531527519226,0.6577913761138916,0.14084577560424805,0.010573086328804493,0.04535874351859093,10x_human_lymph_node_A1
Full_ARISE_v2,42,103,0.695434033870697,0.659457802772522,0.14077582955360413,0.012874222360551357,0.044497013092041016,10x_human_lymph_node_A1
Full_ARISE_v2,42,104,0.6944034099578857,0.656970202922821,0.141017347574234,0.009902684949338436,0.044997770339250565,10x_human_lymph_node_A1
Full_ARISE_v2,42,105,0.6950533390045166,0.6594616770744324,0.14165624976158142,0.013779054395854473,0.04483659565448761,10x_human_lymph_node_A1
Full_ARISE_v2,42,106,0.6984666585922241,0.6600502729415894,0.14161717891693115,0.01034579612314701,0.04505317658185959,10x_human_lymph_node_A1
Full_ARISE_v2,42,107,0.7026705145835876,0.6664815545082092,0.14104247093200684,0.013147630728781223,0.0443846769630909,10x_human_lymph_node_A1
Full_ARISE_v2,42,108,0.7034488320350647,0.6670230627059937,0.14283327758312225,0.011862754821777344,0.04552191495895386,10x_human_lymph_node_A1
Full_ARISE_v2,42,109,0.7059842348098755,0.6691848039627075,0.1403309553861618,0.011581044644117355,0.04555296525359154,10x_human_lymph_node_A1
Full_ARISE_v2,42,110,0.707347571849823,0.671532392501831,0.14237314462661743,0.012278041802346706,0.045352790504693985,10x_human_lymph_node_A1
Full_ARISE_v2,42,111,0.7102941274642944,0.6735637784004211,0.14108504354953766,0.010768670588731766,0.04601819068193436,10x_human_lymph_node_A1
Full_ARISE_v2,42,112,0.7119749784469604,0.673916757106781,0.13986429572105408,0.012211667373776436,0.04550069570541382,10x_human_lymph_node_A1
Full_ARISE_v2,42,113,0.7098856568336487,0.669209897518158,0.14266785979270935,0.010496104136109352,0.045901309698820114,10x_human_lymph_node_A1
Full_ARISE_v2,42,114,0.7116108536720276,0.671818196773529,0.1398012936115265,0.014131021685898304,0.045203812420368195,10x_human_lymph_node_A1
Full_ARISE_v2,42,115,0.7054928541183472,0.6668537259101868,0.13995684683322906,0.008696111850440502,0.04718109965324402,10x_human_lymph_node_A1
Full_ARISE_v2,42,116,0.7094088196754456,0.6705251932144165,0.1401369571685791,0.014138917438685894,0.04522717371582985,10x_human_lymph_node_A1
Full_ARISE_v2,42,117,0.7028481960296631,0.6645570397377014,0.13900411128997803,0.008641677908599377,0.046506255865097046,10x_human_lymph_node_A1
Full_ARISE_v2,42,118,0.7158088088035583,0.6801362633705139,0.14084598422050476,0.012847852893173695,0.046188704669475555,10x_human_lymph_node_A1
Full_ARISE_v2,42,119,0.7169420719146729,0.6831298470497131,0.14154289662837982,0.011075248941779137,0.04602006450295448,10x_human_lymph_node_A1
Full_ARISE_v2,42,120,0.7115513682365417,0.675686776638031,0.13998205959796906,0.01017101388424635,0.047373346984386444,10x_human_lymph_node_A1
Full_ARISE_v2,42,121,0.7165277004241943,0.6788879036903381,0.14128081500530243,0.013075512833893299,0.045079007744789124,10x_human_lymph_node_A1
Full_ARISE_v2,42,122,0.7172471880912781,0.6804423332214355,0.14292924106121063,0.009989293292164803,0.047696780413389206,10x_human_lymph_node_A1
Full_ARISE_v2,42,123,0.7184964418411255,0.6837893724441528,0.1399000883102417,0.011418244801461697,0.04741128161549568,10x_human_lymph_node_A1
Full_ARISE_v2,42,124,0.7203803062438965,0.6814506649971008,0.141707643866539,0.011001399718225002,0.045840732753276825,10x_human_lymph_node_A1
Full_ARISE_v2,42,125,0.7186418175697327,0.6840676069259644,0.14091189205646515,0.0116329500451684,0.04842041805386543,10x_human_lymph_node_A1
Full_ARISE_v2,42,126,0.7244077920913696,0.6884194612503052,0.14063453674316406,0.011664417572319508,0.04615955054759979,10x_human_lymph_node_A1
Full_ARISE_v2,42,127,0.727051854133606,0.689583957195282,0.14094728231430054,0.009574088267982006,0.048144616186618805,10x_human_lymph_node_A1
Full_ARISE_v2,42,128,0.7269246578216553,0.6912579536437988,0.14221538603305817,0.012758481316268444,0.04674515128135681,10x_human_lymph_node_A1
Full_ARISE_v2,42,129,0.7302984595298767,0.6915363073348999,0.14024598896503448,0.010380140505731106,0.04733431339263916,10x_human_lymph_node_A1
Full_ARISE_v2,42,130,0.7314302921295166,0.6932364106178284,0.14105063676834106,0.010465893894433975,0.04773661494255066,10x_human_lymph_node_A1
Full_ARISE_v2,42,131,0.7331769466400146,0.6946581602096558,0.14131566882133484,0.012523849494755268,0.04668120667338371,10x_human_lymph_node_A1
Full_ARISE_v2,42,132,0.7329282164573669,0.6938863396644592,0.13980449736118317,0.010279902257025242,0.04738183319568634,10x_human_lymph_node_A1
Full_ARISE_v2,42,133,0.7360297441482544,0.6963728666305542,0.1419818103313446,0.011509990319609642,0.04640723392367363,10x_human_lymph_node_A1
Full_ARISE_v2,42,134,0.7369248867034912,0.6979028582572937,0.14146730303764343,0.01180996373295784,0.04773906618356705,10x_human_lymph_node_A1
Full_ARISE_v2,42,135,0.7364229559898376,0.6956910490989685,0.14082366228103638,0.00909134466201067,0.048173144459724426,10x_human_lymph_node_A1
Full_ARISE_v2,42,136,0.7348545789718628,0.6970094442367554,0.14216601848602295,0.014049050398170948,0.045902449637651443,10x_human_lymph_node_A1
Full_ARISE_v2,42,137,0.7322351932525635,0.6928724050521851,0.14081180095672607,0.009653808549046516,0.04845697432756424,10x_human_lymph_node_A1
Full_ARISE_v2,42,138,0.7295117974281311,0.6880612969398499,0.13985629379749298,0.014131267555058002,0.046125855296850204,10x_human_lymph_node_A1
Full_ARISE_v2,42,139,0.7254437804222107,0.6870874762535095,0.14101970195770264,0.009342272765934467,0.04888279363512993,10x_human_lymph_node_A1
Full_ARISE_v2,42,140,0.7368783354759216,0.6997225880622864,0.14070585370063782,0.011310428380966187,0.048137735575437546,10x_human_lymph_node_A1
Full_ARISE_v2,42,141,0.7371007800102234,0.6985098719596863,0.14145836234092712,0.010771689005196095,0.047316040843725204,10x_human_lymph_node_A1
Full_ARISE_v2,42,142,0.735396683216095,0.6996798515319824,0.14083874225616455,0.010487564839422703,0.048891663551330566,10x_human_lymph_node_A1
Full_ARISE_v2,42,143,0.7389039397239685,0.7020475268363953,0.14207172393798828,0.01354248821735382,0.04714226350188255,10x_human_lymph_node_A1
Full_ARISE_v2,42,144,0.7377662658691406,0.7006512880325317,0.14058862626552582,0.010198217816650867,0.048828642815351486,10x_human_lymph_node_A1
Full_ARISE_v2,42,145,0.7404789328575134,0.7066239714622498,0.14092469215393066,0.010938436724245548,0.048907991498708725,10x_human_lymph_node_A1
Full_ARISE_v2,42,146,0.7407382726669312,0.7030736804008484,0.14304305613040924,0.01225854642689228,0.04633539170026779,10x_human_lymph_node_A1
Full_ARISE_v2,42,147,0.7386488914489746,0.6999853849411011,0.14110563695430756,0.011045484803617,0.048289794474840164,10x_human_lymph_node_A1
Full_ARISE_v2,42,148,0.7460789084434509,0.709126353263855,0.1415322870016098,0.010350014083087444,0.04792221263051033,10x_human_lymph_node_A1
Full_ARISE_v2,42,149,0.7458245158195496,0.7101616263389587,0.14258013665676117,0.01157158613204956,0.04741240292787552,10x_human_lymph_node_A1
Full_ARISE_v2,42,150,0.7432385683059692,0.7080991864204407,0.13991671800613403,0.012237661518156528,0.04913255572319031,10x_human_lymph_node_A1
wo_Potts_MRF,42,1,0.3060438632965088,0.2366151511669159,0.1548765003681183,-0.004891465418040752,0.010807893238961697,10x_human_lymph_node_A1
wo_Potts_MRF,42,2,0.3196004331111908,0.253165602684021,0.15333540737628937,-0.001089587458409369,0.0119789345189929,10x_human_lymph_node_A1
wo_Potts_MRF,42,3,0.3267131447792053,0.27007609605789185,0.1470516324043274,0.001818176475353539,0.014057260006666183,10x_human_lymph_node_A1
wo_Potts_MRF,42,4,0.33149442076683044,0.26907679438591003,0.1481819748878479,-0.0005808438872918487,0.01059370581060648,10x_human_lymph_node_A1
wo_Potts_MRF,42,5,0.34843042492866516,0.2922784984111786,0.15071870386600494,0.0010214961366727948,0.011061502620577812,10x_human_lymph_node_A1
wo_Potts_MRF,42,6,0.3595621585845947,0.3087705969810486,0.14749173820018768,0.0013506546383723617,0.012905481271445751,10x_human_lymph_node_A1
wo_Potts_MRF,42,7,0.3652466833591461,0.3129221200942993,0.14805541932582855,0.002581956796348095,0.010608961805701256,10x_human_lymph_node_A1
wo_Potts_MRF,42,8,0.37267372012138367,0.3200017213821411,0.14749005436897278,0.0007495097233913839,0.012155826203525066,10x_human_lymph_node_A1
wo_Potts_MRF,42,9,0.384889155626297,0.333587110042572,0.14785069227218628,0.0014626062475144863,0.012709835544228554,10x_human_lymph_node_A1
wo_Potts_MRF,42,10,0.39435890316963196,0.34364908933639526,0.14770860970020294,0.0011938153766095638,0.011280408129096031,10x_human_lymph_node_A1
wo_Potts_MRF,42,11,0.40159639716148376,0.3544807732105255,0.14603537321090698,0.001971019431948662,0.013392412103712559,10x_human_lymph_node_A1
wo_Potts_MRF,42,12,0.40972986817359924,0.36330580711364746,0.145011767745018,0.0035944837145507336,0.0135701484978199,10x_human_lymph_node_A1
wo_Potts_MRF,42,13,0.41758790612220764,0.36860546469688416,0.14677794277668,0.0025266511365771294,0.013892138376832008,10x_human_lymph_node_A1
wo_Potts_MRF,42,14,0.4257437586784363,0.3770384192466736,0.14634354412555695,0.003560942132025957,0.01373643334954977,10x_human_lymph_node_A1
wo_Potts_MRF,42,15,0.43377140164375305,0.3881758749485016,0.14399687945842743,0.0024543169420212507,0.014661615714430809,10x_human_lymph_node_A1
wo_Potts_MRF,42,16,0.4395536780357361,0.39624184370040894,0.1429900974035263,0.0022122738882899284,0.015415174886584282,10x_human_lymph_node_A1
wo_Potts_MRF,42,17,0.44703465700149536,0.4022139608860016,0.14389288425445557,0.002380221150815487,0.015921493992209435,10x_human_lymph_node_A1
wo_Potts_MRF,42,18,0.45366841554641724,0.4134526252746582,0.14268673956394196,0.004090187605470419,0.01640559360384941,10x_human_lymph_node_A1
wo_Potts_MRF,42,19,0.46072930097579956,0.4228355288505554,0.1409623920917511,0.005087287165224552,0.016965311020612717,10x_human_lymph_node_A1
wo_Potts_MRF,42,20,0.4672304391860962,0.43130308389663696,0.1391918957233429,0.00500771077349782,0.01729435846209526,10x_human_lymph_node_A1
wo_Potts_MRF,42,21,0.4723990261554718,0.43804848194122314,0.13799713551998138,0.0041897231712937355,0.019009746611118317,10x_human_lymph_node_A1
wo_Potts_MRF,42,22,0.4786447584629059,0.4449961483478546,0.13887619972229004,0.005345101468265057,0.019841734319925308,10x_human_lymph_node_A1
wo_Potts_MRF,42,23,0.4816628098487854,0.44796276092529297,0.1383628100156784,0.003064136952161789,0.020466359332203865,10x_human_lymph_node_A1
wo_Potts_MRF,42,24,0.4823217988014221,0.44467976689338684,0.14020197093486786,0.0046799019910395145,0.022587528452277184,10x_human_lymph_node_A1
wo_Potts_MRF,42,25,0.47545188665390015,0.4384083151817322,0.1387641876935959,0.0021279659122228622,0.02084951288998127,10x_human_lymph_node_A1
wo_Potts_MRF,42,26,0.4931885898113251,0.4598965346813202,0.14023944735527039,0.004200565628707409,0.02459467574954033,10x_human_lymph_node_A1
wo_Potts_MRF,42,27,0.5028778910636902,0.4739462435245514,0.13874636590480804,0.004103735089302063,0.02359877899289131,10x_human_lymph_node_A1
wo_Potts_MRF,42,28,0.5028996467590332,0.4689147472381592,0.1408766508102417,0.0035427152179181576,0.02257918380200863,10x_human_lymph_node_A1
wo_Potts_MRF,42,29,0.5072834491729736,0.4748014509677887,0.1406649798154831,0.004803671967238188,0.025095893070101738,10x_human_lymph_node_A1
wo_Potts_MRF,42,30,0.5116627216339111,0.4802027940750122,0.14034724235534668,0.0032423853408545256,0.0236499160528183,10x_human_lymph_node_A1
wo_Potts_MRF,42,31,0.5190230011940002,0.48769575357437134,0.142055943608284,0.004308194853365421,0.02522730827331543,10x_human_lymph_node_A1
wo_Potts_MRF,42,32,0.521615207195282,0.491743266582489,0.1397906392812729,0.004968117456883192,0.027301419526338577,10x_human_lymph_node_A1
wo_Potts_MRF,42,33,0.5243813395500183,0.49180495738983154,0.14353932440280914,0.0033563440665602684,0.026567919179797173,10x_human_lymph_node_A1
wo_Potts_MRF,42,34,0.5302244424819946,0.5014925599098206,0.1412649303674698,0.005722544156014919,0.026805482804775238,10x_human_lymph_node_A1
wo_Potts_MRF,42,35,0.5344582796096802,0.5068120956420898,0.14044329524040222,0.006257921457290649,0.028521602973341942,10x_human_lymph_node_A1
wo_Potts_MRF,42,36,0.5367569923400879,0.5026774406433105,0.14438053965568542,0.00268950080499053,0.029345406219363213,10x_human_lymph_node_A1
wo_Potts_MRF,42,37,0.5411115288734436,0.5135565996170044,0.14134478569030762,0.006503753364086151,0.029647165909409523,10x_human_lymph_node_A1
wo_Potts_MRF,42,38,0.5451433658599854,0.5150917172431946,0.14300920069217682,0.004350954666733742,0.029695039615035057,10x_human_lymph_node_A1
